,session,type,outcome,sponsor_count,section_count,word_count
BILLS-115hr1292ih,115,hr,ih,5,3,499
BILLS-115hr1293eh,115,hr,eh,0,1,646
BILLS-115hr1293ih,115,hr,ih,1,1,629
BILLS-115hr1293rfs,115,hr,rfs,0,1,632
BILLS-115hr1293rh,115,hr,rh,1,1,791
BILLS-115hr1293rs,115,hr,rs,1,1,689
BILLS-115hr1294eh,115,hr,eh,0,2,1578
BILLS-115hr1294ih,115,hr,ih,2,2,1588
BILLS-115hr1294rfs,115,hr,rfs,0,2,1574
BILLS-115hr1294rh,115,hr,rh,2,2,1677
BILLS-115hr1295ih,115,hr,ih,2,2,275
BILLS-115hr1296ih,115,hr,ih,7,1,1142
BILLS-115hr1297eh,115,hr,eh,0,2,876
BILLS-115hr1297ih,115,hr,ih,1,2,882
BILLS-115hr1297rfs,115,hr,rfs,0,2,863
BILLS-115hr1297rh,115,hr,rh,1,2,979
BILLS-115hr1298ih,115,hr,ih,2,4,1035
BILLS-115hr1299ih,115,hr,ih,26,4,1792
BILLS-115hr129ih,115,hr,ih,2,2,540
BILLS-115hr12ih,115,hr,ih,178,65,29479
BILLS-115hr1300ih,115,hr,ih,2,6,1806
BILLS-115hr1301eas,115,hr,eas,0,0,324
BILLS-115hr1301eh,115,hr,eh,0,0,30725
BILLS-115hr1301enr,115,hr,enr,0,0,342
BILLS-115hr1301ih,115,hr,ih,1,0,30764
BILLS-115hr1301pcs,115,hr,pcs,0,0,30780
BILLS-115hr1301rds,115,hr,rds,0,0,30712
BILLS-115hr1302eh,115,hr,eh,1,4,560
BILLS-115hr1302ih,115,hr,ih,11,4,588
BILLS-115hr1302rfs,115,hr,rfs,1,4,563
BILLS-115hr1302rh,115,hr,rh,14,4,682
BILLS-115hr1303ih,115,hr,ih,5,35,10127
BILLS-115hr1304eh,115,hr,eh,0,2,517
BILLS-115hr1304ih,115,hr,ih,2,2,573
BILLS-115hr1304rfs,115,hr,rfs,0,2,494
BILLS-115hr1304rh,115,hr,rh,7,2,644
BILLS-115hr1305ih,115,hr,ih,8,2,402
BILLS-115hr1306eh,115,hr,eh,0,12,2409
BILLS-115hr1306enr,115,hr,enr,0,12,2420
BILLS-115hr1306ih,115,hr,ih,2,12,2418
BILLS-115hr1306rds,115,hr,rds,0,12,2396
BILLS-115hr1306rh,115,hr,rh,2,12,2503
BILLS-115hr1307ih,115,hr,ih,2,2,2544
BILLS-115hr1308ih,115,hr,ih,1,4,944
BILLS-115hr1309eh,115,hr,eh,0,3,531
BILLS-115hr1309ih,115,hr,ih,4,3,548
BILLS-115hr1309rfs,115,hr,rfs,0,3,530
BILLS-115hr1309rh,115,hr,rh,5,3,640
BILLS-115hr130ih,115,hr,ih,1,1,284
BILLS-115hr1310ih,115,hr,ih,15,4,1010
BILLS-115hr1311ih,115,hr,ih,10,2,321
BILLS-115hr1312eh,115,hr,eh,0,2,276
BILLS-115hr1312ih,115,hr,ih,2,2,262
BILLS-115hr1312rfs,115,hr,rfs,0,2,257
BILLS-115hr1312rh,115,hr,rh,3,2,437
BILLS-115hr1313ih,115,hr,ih,2,3,1314
BILLS-115hr1313rh,115,hr,rh,6,3,1423
BILLS-115hr1314ih,115,hr,ih,62,2,292
BILLS-115hr1315ih,115,hr,ih,43,8,1696
BILLS-115hr1316ih,115,hr,ih,10,4,1593
BILLS-115hr1317ih,115,hr,ih,13,2,614
BILLS-115hr1318eh,115,hr,eh,0,2,1788
BILLS-115hr1318enr,115,hr,enr,0,2,1761
BILLS-115hr1318ih,115,hr,ih,5,4,4177
BILLS-115hr1318rds,115,hr,rds,0,2,1740
BILLS-115hr1319ih,115,hr,ih,3,2,1775
BILLS-115hr131ih,115,hr,ih,1,1,435
BILLS-115hr1320eh,115,hr,eh,0,9,3217
BILLS-115hr1320ih,115,hr,ih,2,8,2964
BILLS-115hr1320rfs,115,hr,rfs,0,9,3211
BILLS-115hr1320rh,115,hr,rh,3,9,3361
BILLS-115hr1321ih,115,hr,ih,1,1,418
BILLS-115hr1322ih,115,hr,ih,101,8,2865
BILLS-115hr1323ih,115,hr,ih,2,2,338
BILLS-115hr1324ih,115,hr,ih,1,2,315
BILLS-115hr1325ih,115,hr,ih,1,1,1013
BILLS-115hr1326ih,115,hr,ih,2,3,1442
BILLS-115hr1327ih,115,hr,ih,1,2,676
BILLS-115hr1328ih,115,hr,ih,2,2,641
BILLS-115hr1329eh,115,hr,eh,0,3,527
BILLS-115hr1329enr,115,hr,enr,0,3,516
BILLS-115hr1329ih,115,hr,ih,2,3,597
BILLS-115hr1329rfs,115,hr,rfs,0,3,506
BILLS-115hr1329rh,115,hr,rh,13,3,849
BILLS-115hr132eh,115,hr,eh,0,2,589
BILLS-115hr132ih,115,hr,ih,1,2,594
BILLS-115hr132rfs,115,hr,rfs,0,2,578
BILLS-115hr132rs,115,hr,rs,1,2,632
BILLS-115hr1330ih,115,hr,ih,1,8,2228
BILLS-115hr1331ih,115,hr,ih,1,2,456
BILLS-115hr1332ih,115,hr,ih,2,6,1288
BILLS-115hr1333ih,115,hr,ih,1,2,247
BILLS-115hr1334ih,115,hr,ih,20,2,299
BILLS-115hr1335ih,115,hr,ih,1,2,354
BILLS-115hr1336ih,115,hr,ih,2,1,201
BILLS-115hr1337ih,115,hr,ih,5,2,1107
BILLS-115hr1338ih,115,hr,ih,10,4,1081
BILLS-115hr1339ih,115,hr,ih,3,5,1094
BILLS-115hr133ih,115,hr,ih,1,1,472
BILLS-115hr1340ih,115,hr,ih,1,2,941
BILLS-115hr1341ih,115,hr,ih,21,2,499
BILLS-115hr1342ih,115,hr,ih,27,4,899
BILLS-115hr1343eh,115,hr,eh,0,2,271
BILLS-115hr1343ih,115,hr,ih,6,2,292
BILLS-115hr1343rfs,115,hr,rfs,0,2,264
BILLS-115hr1343rh,115,hr,rh,7,2,399
BILLS-115hr1344ih,115,hr,ih,3,2,3114
BILLS-115hr1345ih,115,hr,ih,4,2,900
BILLS-115hr1346ih,115,hr,ih,13,1,208
BILLS-115hr1346rh,115,hr,rh,30,1,345
BILLS-115hr1347ih,115,hr,ih,7,6,733
BILLS-115hr1348ih,115,hr,ih,1,2,272
BILLS-115hr1349ih,115,hr,ih,4,1,196
BILLS-115hr1349rh,115,hr,rh,5,1,395
BILLS-115hr134ih,115,hr,ih,4,12,3504
BILLS-115hr1350eh,115,hr,eh,0,1,591
BILLS-115hr1350ih,115,hr,ih,1,1,596
BILLS-115hr1350pcs,115,hr,pcs,0,1,629
BILLS-115hr1350rh,115,hr,rh,1,1,680
BILLS-115hr1351ih,115,hr,ih,2,2,718
BILLS-115hr1351rh,115,hr,rh,2,2,1002
BILLS-115hr1352ih,115,hr,ih,6,3,1132
BILLS-115hr1353eh,115,hr,eh,0,2,527
BILLS-115hr1353ih,115,hr,ih,3,2,545
BILLS-115hr1353rfs,115,hr,rfs,0,2,513
BILLS-115hr1353rh,115,hr,rh,3,2,643
BILLS-115hr1354ih,115,hr,ih,2,2,222
BILLS-115hr1355ih,115,hr,ih,1,2,739
BILLS-115hr1356ih,115,hr,ih,34,1,349
BILLS-115hr1357ih,115,hr,ih,2,2,449
BILLS-115hr1358ih,115,hr,ih,77,7,1661
BILLS-115hr1359ih,115,hr,ih,1,3,1387
BILLS-115hr135ih,115,hr,ih,2,5,3694
BILLS-115hr1360ih,115,hr,ih,3,4,557
BILLS-115hr1361ih,115,hr,ih,20,1,367
BILLS-115hr1362eh,115,hr,eh,0,1,208
BILLS-115hr1362enr,115,hr,enr,0,1,209
BILLS-115hr1362ih,115,hr,ih,1,1,212
BILLS-115hr1362rfs,115,hr,rfs,0,1,197
BILLS-115hr1363ih,115,hr,ih,6,2,325
BILLS-115hr1364ih,115,hr,ih,1,3,607
BILLS-115hr1365eh,115,hr,eh,0,2,608
BILLS-115hr1365ih,115,hr,ih,2,2,486
BILLS-115hr1365rfs,115,hr,rfs,0,2,608
BILLS-115hr1365rh,115,hr,rh,2,2,743
BILLS-115hr1366eh,115,hr,eh,0,2,378
BILLS-115hr1366ih,115,hr,ih,4,2,391
BILLS-115hr1366rfs,115,hr,rfs,0,2,370
BILLS-115hr1366rh,115,hr,rh,8,2,507
BILLS-115hr1367eh,115,hr,eh,1,15,3977
BILLS-115hr1367ih,115,hr,ih,2,13,3945
BILLS-115hr1367rfs,115,hr,rfs,1,15,3963
BILLS-115hr1367rh,115,hr,rh,5,13,4097
BILLS-115hr1368ih,115,hr,ih,35,3,1056
BILLS-115hr1369ih,115,hr,ih,16,67,40572
BILLS-115hr136ih,115,hr,ih,3,3,1329
BILLS-115hr1370eah,115,hr,eah,1,7,4142
BILLS-115hr1370eas,115,hr,eas,0,5,839
BILLS-115hr1370eh,115,hr,eh,0,2,774
BILLS-115hr1370enr,115,hr,enr,1,7,4145
BILLS-115hr1370ih,115,hr,ih,1,2,704
BILLS-115hr1370rfs,115,hr,rfs,0,2,751
BILLS-115hr1370rh,115,hr,rh,9,2,1010
BILLS-115hr1371ih,115,hr,ih,1,2,260
BILLS-115hr1372eh,115,hr,eh,0,4,518
BILLS-115hr1372ih,115,hr,ih,2,4,602
BILLS-115hr1372rfs,115,hr,rfs,0,4,511
BILLS-115hr1372rh,115,hr,rh,3,4,743
BILLS-115hr1373ih,115,hr,ih,4,2,309
BILLS-115hr1374ih,115,hr,ih,45,4,1238
BILLS-115hr1375ih,115,hr,ih,2,2,777
BILLS-115hr1376eh,115,hr,eh,0,3,1310
BILLS-115hr1376ih,115,hr,ih,1,3,1317
BILLS-115hr1376rfs,115,hr,rfs,0,3,1296
BILLS-115hr1376rh,115,hr,rh,1,3,1417
BILLS-115hr1377ih,115,hr,ih,1,3,675
BILLS-115hr1378ih,115,hr,ih,1,2,416
BILLS-115hr1379ih,115,hr,ih,4,1,244
BILLS-115hr137ih,115,hr,ih,3,3,256
BILLS-115hr1380ih,115,hr,ih,15,5,930
BILLS-115hr1381ih,115,hr,ih,1,2,433
BILLS-115hr1382ih,115,hr,ih,3,2,403
BILLS-115hr1383ih,115,hr,ih,4,6,759
BILLS-115hr1384ih,115,hr,ih,4,8,861
BILLS-115hr1385ih,115,hr,ih,1,2,387
BILLS-115hr1386ih,115,hr,ih,3,1,689
BILLS-115hr1387ih,115,hr,ih,10,13,3856
BILLS-115hr1387rh,115,hr,rh,11,13,3946
BILLS-115hr1388ih,115,hr,ih,1,2,415
BILLS-115hr1389ih,115,hr,ih,1,2,190
BILLS-115hr138ih,115,hr,ih,6,21,6152
BILLS-115hr1390ih,115,hr,ih,4,1,469
BILLS-115hr1391ih,115,hr,ih,1,2,456
BILLS-115hr1392ih,115,hr,ih,8,5,1107
BILLS-115hr1393eh,115,hr,eh,0,3,1110
BILLS-115hr1393ih,115,hr,ih,24,3,1185
BILLS-115hr1393rfs,115,hr,rfs,0,3,1106
BILLS-115hr1393rh,115,hr,rh,58,3,1359
BILLS-115hr1394ih,115,hr,ih,3,1,263
BILLS-115hr1395ih,115,hr,ih,4,2,2302
BILLS-115hr1396ih,115,hr,ih,14,6,937
BILLS-115hr1397eh,115,hr,eh,0,1,663
BILLS-115hr1397enr,115,hr,enr,0,1,670
BILLS-115hr1397ih,115,hr,ih,1,1,704
BILLS-115hr1397rfs,115,hr,rfs,0,1,661
BILLS-115hr1397rh,115,hr,rh,1,1,830
BILLS-115hr1397rs,115,hr,rs,1,1,706
BILLS-115hr1398ih,115,hr,ih,2,15,3229
BILLS-115hr1399ih,115,hr,ih,19,2,271
BILLS-115hr1399rh,115,hr,rh,32,2,394
BILLS-115hr139ih,115,hr,ih,4,3,1016
BILLS-115hr1400ih,115,hr,ih,5,3,2570
BILLS-115hr1401ih,115,hr,ih,2,2,471
BILLS-115hr1402ih,115,hr,ih,2,2,231
BILLS-115hr1403ih,115,hr,ih,3,1,188
BILLS-115hr1404eh,115,hr,eh,0,6,1007
BILLS-115hr1404ih,115,hr,ih,1,6,1012
BILLS-115hr1404rfs,115,hr,rfs,0,6,996
BILLS-115hr1404rh,115,hr,rh,9,6,1132
BILLS-115hr1404rs,115,hr,rs,1,6,1050
BILLS-115hr1405ih,115,hr,ih,21,8,1350
BILLS-115hr1406ih,115,hr,ih,4,2,339
BILLS-115hr1407ih,115,hr,ih,1,6,2621
BILLS-115hr1408ih,115,hr,ih,2,5,1863
BILLS-115hr1409ih,115,hr,ih,0,0,11
BILLS-115hr140ih,115,hr,ih,12,2,385
BILLS-115hr1410ih,115,hr,ih,2,2,369
BILLS-115hr1411ih,115,hr,ih,2,2,351
BILLS-115hr1412ih,115,hr,ih,1,10,1449
BILLS-115hr1413ih,115,hr,ih,5,3,1494
BILLS-115hr1414ih,115,hr,ih,19,5,952
BILLS-115hr1415ih,115,hr,ih,3,13,3645
BILLS-115hr1416ih,115,hr,ih,3,2,563
BILLS-115hr1417eh,115,hr,eh,0,2,301
BILLS-115hr1417enr,115,hr,enr,0,2,301
BILLS-115hr1417ih,115,hr,ih,2,2,313
BILLS-115hr1417rfs,115,hr,rfs,0,2,290
BILLS-115hr1417rh,115,hr,rh,2,2,407
BILLS-115hr1418ih,115,hr,ih,1,1,842
BILLS-115hr1418rh,115,hr,rh,1,1,940
BILLS-115hr1419ih,115,hr,ih,6,2,733
BILLS-115hr141ih,115,hr,ih,1,2,239
BILLS-115hr1420ih,115,hr,ih,2,4,888
BILLS-115hr1421ih,115,hr,ih,15,3,1303
BILLS-115hr1422ih,115,hr,ih,2,2,1799
BILLS-115hr1422rh,115,hr,rh,22,2,2277
BILLS-115hr1423ih,115,hr,ih,4,12,6380
BILLS-115hr1424ih,115,hr,ih,4,4,292
BILLS-115hr1425ih,115,hr,ih,2,4,1220
BILLS-115hr1426eh,115,hr,eh,0,2,666
BILLS-115hr1426ih,115,hr,ih,2,2,675
BILLS-115hr1426rfs,115,hr,rfs,0,2,660
BILLS-115hr1426rh,115,hr,rh,8,2,782
BILLS-115hr1427ih,115,hr,ih,1,1,626
BILLS-115hr1428eh,115,hr,eh,0,2,206
BILLS-115hr1428ih,115,hr,ih,1,2,211
BILLS-115hr1428rfs,115,hr,rfs,0,2,189
BILLS-115hr1429ih,115,hr,ih,7,3,1064
BILLS-115hr142ih,115,hr,ih,1,3,1007
BILLS-115hr1430eh,115,hr,eh,0,2,450
BILLS-115hr1430ih,115,hr,ih,30,2,531
BILLS-115hr1430rfs,115,hr,rfs,0,2,444
BILLS-115hr1430rh,115,hr,rh,30,2,621
BILLS-115hr1431eh,115,hr,eh,0,4,1628
BILLS-115hr1431ih,115,hr,ih,29,4,1708
BILLS-115hr1431rfs,115,hr,rfs,0,4,1619
BILLS-115hr1431rh,115,hr,rh,29,4,1801
BILLS-115hr1432ih,115,hr,ih,4,2,435
BILLS-115hr1433ih,115,hr,ih,9,2,497
BILLS-115hr1434ih,115,hr,ih,5,4,830
BILLS-115hr1435ih,115,hr,ih,1,3,812
BILLS-115hr1436ih,115,hr,ih,3,28,3195
BILLS-115hr1437ih,115,hr,ih,27,4,642
BILLS-115hr1438ih,115,hr,ih,56,2,630
BILLS-115hr1439ih,115,hr,ih,33,2,375
BILLS-115hr143ih,115,hr,ih,1,3,454
BILLS-115hr1440ih,115,hr,ih,30,3,1017
BILLS-115hr1441ih,115,hr,ih,1,4,368
BILLS-115hr1442ih,115,hr,ih,4,2,361
BILLS-115hr1443ih,115,hr,ih,9,23,15564
BILLS-115hr1444ih,115,hr,ih,6,3,886
BILLS-115hr1445ih,115,hr,ih,4,2,372
BILLS-115hr1446ih,115,hr,ih,10,2,265
BILLS-115hr1447ih,115,hr,ih,2,2,413
BILLS-115hr1448ih,115,hr,ih,6,5,1167
BILLS-115hr1449ih,115,hr,ih,3,3,1094
BILLS-115hr144ih,115,hr,ih,1,7,623
BILLS-115hr1450ih,115,hr,ih,6,2,376
BILLS-115hr1451ih,115,hr,ih,1,7,4619
BILLS-115hr1452ih,115,hr,ih,1,2,354
BILLS-115hr1453ih,115,hr,ih,13,2,316
BILLS-115hr1454ih,115,hr,ih,2,2,574
BILLS-115hr1455ih,115,hr,ih,1,9,2508
BILLS-115hr1456ih,115,hr,ih,23,5,446
BILLS-115hr1457eh,115,hr,eh,0,1,921
BILLS-115hr1457ih,115,hr,ih,6,4,804
BILLS-115hr1457rfs,115,hr,rfs,0,1,905
BILLS-115hr1457rh,115,hr,rh,31,1,1151
BILLS-115hr1458ih,115,hr,ih,21,4,1684
BILLS-115hr1459ih,115,hr,ih,1,5,1126
BILLS-115hr145ih,115,hr,ih,1,6,1774
BILLS-115hr1460ih,115,hr,ih,2,2,236
BILLS-115hr1461ih,115,hr,ih,1,3,1350
BILLS-115hr1461rh,115,hr,rh,1,3,1743
BILLS-115hr1462ih,115,hr,ih,1,2,946
BILLS-115hr1463ih,115,hr,ih,1,2,198
BILLS-115hr1464ih,115,hr,ih,6,4,562
BILLS-115hr1465ih,115,hr,ih,6,3,764
BILLS-115hr1466ih,115,hr,ih,11,3,2433
BILLS-115hr1467ih,115,hr,ih,2,2,355
BILLS-115hr1468ih,115,hr,ih,9,13,4589
BILLS-115hr1469ih,115,hr,ih,4,5,5308
BILLS-115hr146eh,115,hr,eh,0,7,2080
BILLS-115hr146ih,115,hr,ih,1,7,1831
BILLS-115hr146rfs,115,hr,rfs,0,7,2072
BILLS-115hr146rh,115,hr,rh,8,7,2237
BILLS-115hr1470ih,115,hr,ih,1,3,610
BILLS-115hr1471ih,115,hr,ih,1,1,233
BILLS-115hr1472ih,115,hr,ih,30,8,5249
BILLS-115hr1473ih,115,hr,ih,17,2,334
BILLS-115hr1474ih,115,hr,ih,2,3,1424
BILLS-115hr1475ih,115,hr,ih,6,2,607
BILLS-115hr1476eh,115,hr,eh,0,2,247
BILLS-115hr1476ih,115,hr,ih,1,2,252
BILLS-115hr1476rfs,115,hr,rfs,0,2,238
BILLS-115hr1477ih,115,hr,ih,33,6,1643
BILLS-115hr1478ih,115,hr,ih,1,3,275
BILLS-115hr1479ih,115,hr,ih,1,3,1101
BILLS-115hr147ih,115,hr,ih,1,4,4145
BILLS-115hr1480ih,115,hr,ih,4,2,818
BILLS-115hr1481ih,115,hr,ih,2,4,631
BILLS-115hr1482ih,115,hr,ih,1,1,305
BILLS-115hr1482rh,115,hr,rh,1,1,399
BILLS-115hr1483ih,115,hr,ih,2,3,1026
BILLS-115hr1484ih,115,hr,ih,3,2,972
BILLS-115hr1485ih,115,hr,ih,24,2,1096
BILLS-115hr1486eh,115,hr,eh,2,2,608
BILLS-115hr1486ih,115,hr,ih,3,2,608
BILLS-115hr1486rfs,115,hr,rfs,2,2,603
BILLS-115hr1486rh,115,hr,rh,19,2,789
BILLS-115hr1487ih,115,hr,ih,2,2,287
BILLS-115hr1488eh,115,hr,eh,0,3,255
BILLS-115hr1488ih,115,hr,ih,9,3,784
BILLS-115hr1488rfs,115,hr,rfs,0,3,257
BILLS-115hr1488rh,115,hr,rh,10,2,383
BILLS-115hr1489ih,115,hr,ih,1,2,501
BILLS-115hr148ih,115,hr,ih,1,2,251
BILLS-115hr1490ih,115,hr,ih,1,1,487
BILLS-115hr1491eh,115,hr,eh,0,3,1345
BILLS-115hr1491ih,115,hr,ih,1,3,1732
BILLS-115hr1491rfs,115,hr,rfs,0,3,1329
BILLS-115hr1491rh,115,hr,rh,14,2,1396
BILLS-115hr1491rs,115,hr,rs,1,3,1386
BILLS-115hr1492eh,115,hr,eh,0,2,727
BILLS-115hr1492ih,115,hr,ih,1,2,769
BILLS-115hr1492rfs,115,hr,rfs,0,2,690
BILLS-115hr1492rh,115,hr,rh,1,2,928
BILLS-115hr1493ih,115,hr,ih,1,3,482
BILLS-115hr1494ih,115,hr,ih,13,3,810
BILLS-115hr1495ih,115,hr,ih,14,2,537
BILLS-115hr1496eh,115,hr,eh,0,1,193
BILLS-115hr1496enr,115,hr,enr,0,1,193
BILLS-115hr1496ih,115,hr,ih,16,1,240
BILLS-115hr1496rfs,115,hr,rfs,0,1,184
BILLS-115hr1496rs,115,hr,rs,1,1,226
BILLS-115hr1497ih,115,hr,ih,19,5,535
BILLS-115hr1498ih,115,hr,ih,58,16,3463
BILLS-115hr1499ih,115,hr,ih,2,3,1111
BILLS-115hr149ih,115,hr,ih,2,6,1956
BILLS-115hr1500eh,115,hr,eh,0,3,589
BILLS-115hr1500ih,115,hr,ih,9,3,635
BILLS-115hr1500rfs,115,hr,rfs,0,3,579
BILLS-115hr1500rh,115,hr,rh,9,3,714
BILLS-115hr1500rs,115,hr,rs,1,3,632
BILLS-115hr1501ih,115,hr,ih,4,2,191
BILLS-115hr1502ih,115,hr,ih,3,1,236
BILLS-115hr1503ih,115,hr,ih,172,3,793
BILLS-115hr1504ih,115,hr,ih,2,2,537
BILLS-115hr1505ih,115,hr,ih,2,3,578
BILLS-115hr1506ih,115,hr,ih,4,3,364
BILLS-115hr1507ih,115,hr,ih,12,2,703
BILLS-115hr1508ih,115,hr,ih,6,2,325
BILLS-115hr1509ih,115,hr,ih,3,2,775
BILLS-115hr150ih,115,hr,ih,2,2,246
BILLS-115hr1510ih,115,hr,ih,2,10,2736
BILLS-115hr1511ih,115,hr,ih,2,2,2740
BILLS-115hr1511rh,115,hr,rh,22,2,2956
BILLS-115hr1512eh,115,hr,eh,0,2,366
BILLS-115hr1512ih,115,hr,ih,4,2,351
BILLS-115hr1512rfs,115,hr,rfs,0,2,351
BILLS-115hr1512rh,115,hr,rh,12,2,547
BILLS-115hr1513ih,115,hr,ih,3,2,423
BILLS-115hr1514ih,115,hr,ih,1,1,165
BILLS-115hr1515ih,115,hr,ih,17,2,221
BILLS-115hr1516ih,115,hr,ih,107,15,8480
BILLS-115hr1517ih,115,hr,ih,2,3,477
BILLS-115hr1518ih,115,hr,ih,2,9,2340
BILLS-115hr1519ih,115,hr,ih,2,2,481
BILLS-115hr151ih,115,hr,ih,1,3,641
BILLS-115hr1520ih,115,hr,ih,1,2,729
BILLS-115hr1521ih,115,hr,ih,1,4,767
BILLS-115hr1522ih,115,hr,ih,1,3,403
BILLS-115hr1523ih,115,hr,ih,1,2,844
BILLS-115hr1524ih,115,hr,ih,3,2,982
BILLS-115hr1525ih,115,hr,ih,6,2,315
BILLS-115hr1526ih,115,hr,ih,1,5,4055
BILLS-115hr1527ih,115,hr,ih,1,1,452
BILLS-115hr1528ih,115,hr,ih,5,4,1067
BILLS-115hr1529ih,115,hr,ih,2,4,469
BILLS-115hr152ih,115,hr,ih,1,3,354
BILLS-115hr1530ih,115,hr,ih,31,39,7672
BILLS-115hr1531ih,115,hr,ih,15,5,2200
BILLS-115hr1532eh,115,hr,eh,0,2,1961
BILLS-115hr1532ih,115,hr,ih,6,2,1984
BILLS-115hr1532rfs,115,hr,rfs,0,2,1953
BILLS-115hr1532rh,115,hr,rh,10,2,2092
BILLS-115hr1533ih,115,hr,ih,1,3,803
BILLS-115hr1534ih,115,hr,ih,2,2,709
BILLS-115hr1535ih,115,hr,ih,2,6,1454
BILLS-115hr1536ih,115,hr,ih,1,5,899
BILLS-115hr1537ih,115,hr,ih,2,16,6791
BILLS-115hr1538ih,115,hr,ih,5,2,302
BILLS-115hr1539ih,115,hr,ih,3,3,2141
BILLS-115hr153ih,115,hr,ih,1,3,405
BILLS-115hr1540ih,115,hr,ih,2,7,2831
BILLS-115hr1541eh,115,hr,eh,0,1,254
BILLS-115hr1541ih,115,hr,ih,1,1,260
BILLS-115hr1541pcs,115,hr,pcs,0,1,292
BILLS-115hr1541rh,115,hr,rh,2,1,361
BILLS-115hr1542ih,115,hr,ih,18,4,972
BILLS-115hr1543ih,115,hr,ih,2,5,697
BILLS-115hr1544ih,115,hr,ih,16,2,222
BILLS-115hr1545eh,115,hr,eh,0,2,240
BILLS-115hr1545enr,115,hr,enr,0,2,235
BILLS-115hr1545ih,115,hr,ih,4,2,259
BILLS-115hr1545rfs,115,hr,rfs,0,2,223
BILLS-115hr1545rh,115,hr,rh,12,2,385
BILLS-115hr1546ih,115,hr,ih,1,2,373
BILLS-115hr1547eh,115,hr,eh,0,3,403
BILLS-115hr1547ih,115,hr,ih,8,3,428
BILLS-115hr1547rfs,115,hr,rfs,0,3,388
BILLS-115hr1547rh,115,hr,rh,8,3,528
BILLS-115hr1547rs,115,hr,rs,1,3,446
BILLS-115hr1548ih,115,hr,ih,1,3,741
BILLS-115hr1549ih,115,hr,ih,1,3,1678
BILLS-115hr154ih,115,hr,ih,1,2,808
BILLS-115hr1550ih,115,hr,ih,31,2,311
BILLS-115hr1551eas,115,hr,eas,0,15,27261
BILLS-115hr1551eh,115,hr,eh,0,1,989
BILLS-115hr1551enr,115,hr,enr,0,15,27278
BILLS-115hr1551ih,115,hr,ih,22,1,1058
BILLS-115hr1551pcs,115,hr,pcs,0,1,1040
BILLS-115hr1551rds,115,hr,rds,0,1,975
BILLS-115hr1551rh,115,hr,rh,33,1,1225
BILLS-115hr1552ih,115,hr,ih,1,3,1179
BILLS-115hr1552rh,115,hr,rh,102,3,1530
BILLS-115hr1553ih,115,hr,ih,1,4,1311
BILLS-115hr1554ih,115,hr,ih,3,2,327
BILLS-115hr1555ih,115,hr,ih,4,8,1445
BILLS-115hr1556ih,115,hr,ih,21,3,2224
BILLS-115hr1557ih,115,hr,ih,4,2,312
BILLS-115hr1558ih,115,hr,ih,2,2,853
BILLS-115hr1558rh,115,hr,rh,6,3,1588
BILLS-115hr1559ih,115,hr,ih,4,2,367
BILLS-115hr155ih,115,hr,ih,1,2,304
BILLS-115hr1560ih,115,hr,ih,6,2,1062
BILLS-115hr1561ih,115,hr,ih,6,1,211
BILLS-115hr1562ih,115,hr,ih,3,14,6960
BILLS-115hr1563ih,115,hr,ih,23,2,998
BILLS-115hr1564ih,115,hr,ih,1,3,490
BILLS-115hr1565ih,115,hr,ih,13,10,2931
BILLS-115hr1566ih,115,hr,ih,13,7,2650
BILLS-115hr1567eh,115,hr,eh,0,5,938
BILLS-115hr1567ih,115,hr,ih,2,7,986
BILLS-115hr1567rfs,115,hr,rfs,0,5,940
BILLS-115hr1568ih,115,hr,ih,4,4,687
BILLS-115hr1569ih,115,hr,ih,1,2,1731
BILLS-115hr156ih,115,hr,ih,1,2,331
BILLS-115hr1570ih,115,hr,ih,15,8,1907
BILLS-115hr1571ih,115,hr,ih,2,2,241
BILLS-115hr1572ih,115,hr,ih,2,2,782
BILLS-115hr1573ih,115,hr,ih,2,6,1057
BILLS-115hr1574ih,115,hr,ih,1,2,889
BILLS-115hr1575ih,115,hr,ih,1,2,618
BILLS-115hr1576ih,115,hr,ih,1,6,1568
BILLS-115hr1577ih,115,hr,ih,3,3,463
BILLS-115hr1578ih,115,hr,ih,15,2,787
BILLS-115hr1579ih,115,hr,ih,3,2,1183
BILLS-115hr157ih,115,hr,ih,3,12,2556
BILLS-115hr1580ih,115,hr,ih,11,5,692
BILLS-115hr1581ih,115,hr,ih,1,2,261
BILLS-115hr1582ih,115,hr,ih,12,7,1706
BILLS-115hr1583ih,115,hr,ih,17,2,1270
BILLS-115hr1584ih,115,hr,ih,16,3,618
BILLS-115hr1585eh,115,hr,eh,0,2,622
BILLS-115hr1585ih,115,hr,ih,11,1,343
BILLS-115hr1585rfs,115,hr,rfs,0,2,618
BILLS-115hr1585rh,115,hr,rh,12,2,795
BILLS-115hr1586ih,115,hr,ih,1,2,574
BILLS-115hr1587ih,115,hr,ih,18,5,2544
BILLS-115hr1588ih,115,hr,ih,14,2,367
BILLS-115hr1589ih,115,hr,ih,4,2,508
BILLS-115hr158ih,115,hr,ih,10,3,731
BILLS-115hr1590ih,115,hr,ih,5,2,563
BILLS-115hr1591ih,115,hr,ih,1,2,385
BILLS-115hr1592ih,115,hr,ih,1,2,382
BILLS-115hr1593ih,115,hr,ih,1,2,141
BILLS-115hr1594ih,115,hr,ih,3,1,945
BILLS-115hr1595ih,115,hr,ih,2,2,754
